
1,0.030197
2,0.155339
3,0.213285
4,0.191678
5,0.173438
6,0.160965
7,0.152853
8,0.144619
9,0.137266
10,0.140024
11,0.141897
12,0.151309
13,0.138544
14,0.134844
15,0.137853
16,0.132214
17,0.128512
18,0.133227
19,0.130763
20,0.137575
21,0.137152
22,0.137774
23,0.134799
24,0.137965
25,0.12828
26,0.127225
27,0.126527
28,0.128608
29,0.129122
30,0.126222
31,0.125179
32,0.12972
33,0.130557
34,0.125103
35,0.128493
36,0.129265
37,0.131704
38,0.126074
39,0.124573
40,0.130679
41,0.128049
42,0.12937
43,0.125734
44,0.123482
45,0.127248
46,0.12261
47,0.121565
48,0.123443
49,0.123855
50,0.123508
51,0.12501
52,0.123116
53,0.123592
54,0.122905
55,0.126671
56,0.121772
57,0.121248
58,0.122696
59,0.124999
60,0.120901
61,0.123828
62,0.122686
63,0.122136
64,0.120236
65,0.120408
66,0.121355
67,0.120149
68,0.121354
69,0.125351
70,0.120883
71,0.12598
72,0.122615
73,0.12171
74,0.121702
75,0.120725
76,0.121042
77,0.122808
78,0.119901
79,0.120572
80,0.119091
81,0.119578
82,0.122783
83,0.126059
84,0.120677
85,0.119187
86,0.12043
87,0.120174
88,0.121068
89,0.120798
90,0.121791
91,0.119848
92,0.115836
93,0.114112
94,0.115041
95,0.113215
96,0.114531
97,0.118144
98,0.119036
99,0.119077
100,0.119295
