
1,0.034036
2,0.064026
3,0.029701
4,0.026941
5,0.020967
6,0.017821
7,0.01891
8,0.019181
9,0.017037
10,0.015998
11,0.014464
12,0.014947
13,0.012998
14,0.011816
15,0.011698
16,0.009858
17,0.008948
18,0.008398
19,0.008029
20,0.007903
21,0.007579
22,0.007302
23,0.007126
24,0.007453
25,0.006811
26,0.007145
27,0.00697
28,0.007482
29,0.005892
30,0.005642
31,0.006932
32,0.006879
33,0.005852
34,0.005523
35,0.00665
36,0.00621
37,0.006249
38,0.006214
39,0.006697
40,0.005833
41,0.006522
42,0.006179
43,0.006122
44,0.006286
45,0.00592
46,0.005773
47,0.006116
48,0.00581
49,0.004555
50,0.004858
51,0.004835
52,0.007814
53,0.005915
54,0.00876
55,0.005919
56,0.004904
57,0.011225
58,0.004917
59,0.005568
60,0.006118
61,0.006933
62,0.006298
63,0.005211
64,0.004599
65,0.005715
66,0.009125
67,0.007066
68,0.006447
69,0.006171
70,0.006285
71,0.006887
72,0.006438
73,0.006567
74,0.006843
75,0.006693
76,0.006827
77,0.007263
78,0.008051
79,0.006835
80,0.006853
81,0.009359
82,0.006405
83,0.007501
84,0.008447
85,0.006497
86,0.010146
87,0.009694
88,0.007784
89,0.010065
90,0.009265
91,0.008244
92,0.014234
93,0.011238
94,0.008803
95,0.008594
96,0.008164
97,0.010439
98,0.008244
99,0.009142
100,0.006602
