
1,0.683137
2,2.1656
3,2.14343
4,2.18594
5,2.13412
6,1.96701
7,1.80442
8,1.86784
9,1.83102
10,1.91241
11,1.77154
12,1.68191
13,1.70866
14,1.69976
15,1.67149
16,1.7546
17,1.68653
18,1.64499
19,1.63819
20,1.63258
21,1.64574
22,1.60289
23,1.63822
24,1.61787
25,1.62197
26,1.61664
27,1.62278
28,1.67787
29,1.60192
30,1.63794
31,1.55797
32,1.5778
33,1.60775
34,1.64077
35,1.57873
36,1.59581
37,1.5895
38,1.57238
39,1.57789
40,1.58735
41,1.57045
42,1.58686
43,1.60284
44,1.57118
45,1.57136
46,1.5745
47,1.59133
48,1.57839
49,1.58853
50,1.56331
51,1.58998
52,1.58272
53,1.56866
54,1.54349
55,1.55515
56,1.56074
57,1.54935
58,1.56478
59,1.56396
60,1.56183
61,1.55457
62,1.55164
63,1.5424
64,1.54581
65,1.54543
66,1.54563
67,1.55804
68,1.54802
69,1.5449
70,1.58313
71,1.53974
72,1.54303
73,1.53238
74,1.53635
75,1.54035
76,1.56087
77,1.51585
78,1.54267
79,1.55602
80,1.5374
81,1.53522
82,1.53352
83,1.54073
84,1.55483
85,1.53416
86,1.52404
87,1.57707
88,1.54344
89,1.57619
90,1.51406
91,1.53754
92,1.53825
93,1.52584
94,1.53156
95,1.52909
96,1.52767
97,1.52621
98,1.53417
99,1.53854
100,1.53791
