
1,0.745552
2,1.51404
3,1.84329
4,1.74873
5,1.60078
6,1.70274
7,1.57438
8,1.77958
9,1.69046
10,1.65961
11,1.61489
12,1.63849
13,1.6587
14,1.65622
15,1.58692
16,1.65104
17,1.62431
18,1.63629
19,1.62915
20,1.68541
21,1.63123
22,1.65657
23,1.59631
24,1.58963
25,1.68707
26,1.62963
27,1.61198
28,1.62489
29,1.61619
30,1.587
31,1.63258
32,1.67569
33,1.61271
34,1.61159
35,1.604
36,1.64819
37,1.61727
38,1.65975
39,1.67283
40,1.61815
41,1.6593
42,1.59725
43,1.66995
44,1.67108
45,1.59828
46,1.6619
47,1.67077
48,1.61025
49,1.60836
50,1.60667
51,1.63474
52,1.61782
53,1.60587
54,1.63333
55,1.63409
56,1.62561
57,1.6081
58,1.6536
59,1.66255
60,1.60634
61,1.66385
62,1.62852
63,1.59408
64,1.5932
65,1.62179
66,1.61739
67,1.66703
68,1.62912
69,1.65722
70,1.68078
71,1.61115
72,1.60894
73,1.60952
74,1.66558
75,1.66203
76,1.61887
77,1.62171
78,1.60196
79,1.61415
80,1.60201
81,1.61782
82,1.61341
83,1.66947
84,1.61704
85,1.61736
86,1.62607
87,1.68104
88,1.61338
89,1.60055
90,1.63651
91,1.61366
92,1.60822
93,1.6751
94,1.67521
95,1.61317
96,1.61315
97,1.60931
98,1.61683
99,1.65806
100,1.6099
