
1,0.221217
2,0.907999
3,0.462216
4,0.407765
5,0.237445
6,0.124078
7,0.190231
8,0.2306
9,0.132308
10,0.169861
11,0.170979
12,0.169469
13,0.165108
14,0.163503
15,0.134661
16,0.130693
17,0.119016
18,0.112804
19,0.163682
20,0.135716
21,0.157485
22,0.128593
23,0.141377
24,0.149666
25,0.149829
26,0.156137
27,0.145362
28,0.122954
29,0.12043
30,0.147881
31,0.136741
32,0.140915
33,0.154003
34,0.140233
35,0.151779
36,0.132102
37,0.151641
38,0.145478
39,0.138054
40,0.132155
41,0.125609
42,0.134193
43,0.147444
44,0.143184
45,0.16495
46,0.14362
47,0.150027
48,0.145219
49,0.142875
50,0.138327
51,0.14216
52,0.138984
53,0.133076
54,0.142997
55,0.124804
56,0.134069
57,0.121033
58,0.133701
59,0.122465
60,0.117751
61,0.122302
62,0.121241
63,0.127114
64,0.11663
65,0.122323
66,0.126066
67,0.132749
68,0.187533
69,0.117588
70,0.123942
71,0.122507
72,0.11662
73,0.117749
74,0.125459
75,0.126812
76,0.117177
77,0.126324
78,0.120174
79,0.253521
80,0.14483
81,0.119141
82,0.126568
83,0.11969
84,0.125148
85,0.121968
86,0.134914
87,0.115687
88,0.128754
89,0.146177
90,0.125203
91,0.128499
92,0.122632
93,0.122746
94,0.123938
95,0.132752
96,0.126273
97,0.136922
98,0.142818
99,0.120585
100,0.122545
