
1,0.069715
2,0.043552
3,0.04542
4,0.044628
5,0.044482
6,0.044021
7,0.045231
8,0.044467
9,0.046126
10,0.045662
11,0.046115
12,0.044126
13,0.046213
14,0.051138
15,0.044793
16,0.044666
17,0.044927
18,0.044673
19,0.04563
20,0.045073
21,0.04523
22,0.045632
23,0.044824
24,0.044981
25,0.045806
26,0.045339
27,0.045237
28,0.046621
29,0.048608
30,0.046005
31,0.056461
32,0.047457
33,0.045549
34,0.04623
35,0.046238
36,0.04603
37,0.046389
38,0.046171
39,0.046337
40,0.046169
41,0.046014
42,0.045918
43,0.046408
44,0.046715
45,0.047297
46,0.047256
47,0.048379
48,0.046869
49,0.046977
50,0.047629
51,0.047925
52,0.047073
53,0.047499
54,0.048074
55,0.048025
56,0.047373
57,0.047557
58,0.047093
59,0.048236
60,0.04732
61,0.048073
62,0.047961
63,0.048008
64,0.04821
65,0.047657
66,0.047971
67,0.048166
68,0.048191
69,0.048534
70,0.048761
71,0.048406
72,0.048361
73,0.048477
74,0.048911
75,0.048339
76,0.048709
77,0.048701
78,0.048861
79,0.051329
80,0.048547
81,0.049914
82,0.048747
83,0.049065
84,0.04902
85,0.048895
86,0.049476
87,0.049083
88,0.049216
89,0.049492
90,0.049458
91,0.04965
92,0.049954
93,0.049473
94,0.049733
95,0.050329
96,0.050451
97,0.050619
98,0.051834
99,0.050601
100,0.05034
