
1,0.044808
2,0.183016
3,0.170695
4,0.099108
5,0.080253
6,0.030253
7,0.063177
8,0.026222
9,0.033143
10,0.033844
11,0.032269
12,0.044603
13,0.026235
14,0.02684
15,0.028419
16,0.034238
17,0.024803
18,0.065441
19,0.042903
20,0.034103
21,0.050834
22,0.028788
23,0.039443
24,0.042849
25,0.0478
26,0.041273
27,0.029337
28,0.056599
29,0.043829
30,0.039294
31,0.033585
32,0.032724
33,0.032632
34,0.040724
35,0.035902
36,0.025617
37,0.037507
38,0.025675
39,0.033982
40,0.038158
41,0.033357
42,0.027854
43,0.037469
44,0.031601
45,0.033554
46,0.026417
47,0.063135
48,0.029612
49,0.043301
50,0.048026
51,0.03558
52,0.035789
53,0.051886
54,0.034703
55,0.049063
56,0.032969
57,0.032555
58,0.037268
59,0.031995
60,0.043044
61,0.041413
62,0.035016
63,0.035524
64,0.037136
65,0.045337
66,0.031178
67,0.03579
68,0.025721
69,0.051045
70,0.031166
71,0.036034
72,0.02956
73,0.039627
74,0.041511
75,0.037928
76,0.043038
77,0.054577
78,0.046383
79,0.061282
80,0.048947
81,0.037189
82,0.034682
83,0.034478
84,0.044945
85,0.061314
86,0.053249
87,0.055868
88,0.039171
89,0.034812
90,0.039153
91,0.046112
92,0.061602
93,0.051213
94,0.040079
95,0.041072
96,0.040555
97,0.036787
98,0.034574
99,0.05277
100,0.035041
