
1,0.043871
2,0.150352
3,0.143625
4,0.135825
5,0.130656
6,0.138872
7,0.143307
8,0.108301
9,0.126875
10,0.128177
11,0.127667
12,0.133891
13,0.131554
14,0.148271
15,0.132769
16,0.13183
17,0.121976
18,0.13018
19,0.127824
20,0.129229
21,0.104505
22,0.134057
23,0.127908
24,0.131652
25,0.125476
26,0.12628
27,0.125566
28,0.122367
29,0.124436
30,0.122882
31,0.124943
32,0.123517
33,0.105827
34,0.12931
35,0.124002
36,0.123633
37,0.127345
38,0.121119
39,0.122253
40,0.122066
41,0.122521
42,0.125232
43,0.124414
44,0.121847
45,0.12381
46,0.115045
47,0.127903
48,0.125603
49,0.120489
50,0.12709
51,0.122749
52,0.124467
53,0.123657
54,0.127182
55,0.122618
56,0.121384
57,0.131722
58,0.121533
59,0.12431
60,0.116232
61,0.120761
62,0.123013
63,0.125627
64,0.122549
65,0.120359
66,0.128447
67,0.122183
68,0.11952
69,0.119813
70,0.12089
71,0.123406
72,0.126442
73,0.105209
74,0.119047
75,0.121649
76,0.12542
77,0.119688
78,0.120778
79,0.125568
80,0.127249
81,0.119359
82,0.123498
83,0.120215
84,0.122251
85,0.127811
86,0.123506
87,0.118622
88,0.122734
89,0.123652
90,0.122289
91,0.122867
92,0.121954
93,0.120776
94,0.123179
95,0.126992
96,0.128966
97,0.1206
98,0.122225
99,0.123876
100,0.127513
