
1,3.33013
2,3.35607
3,3.36978
4,3.36025
5,3.3532
6,3.36342
7,3.36426
8,3.36017
9,3.36733
10,3.41606
11,3.37699
12,3.45736
13,3.37791
14,3.44768
15,3.38359
16,3.39469
17,3.38074
18,3.40912
19,3.40494
20,3.39691
21,3.5153
22,3.38925
23,3.39386
24,3.39865
25,3.4049
26,3.40721
27,3.41056
28,3.40769
29,3.41333
30,3.44282
31,3.40479
32,3.41638
33,3.42491
34,3.4401
35,3.41882
36,3.45395
37,3.43639
38,3.45891
39,3.43545
40,3.42775
41,3.46984
42,3.55922
43,3.43919
44,3.45908
45,3.44128
46,3.50356
47,3.4535
48,3.5133
49,3.45939
50,3.51239
51,3.46601
52,3.4704
53,3.51051
54,3.47086
55,3.46309
56,3.47048
57,3.47578
58,3.50026
59,3.48052
60,3.46885
61,3.53319
62,3.47504
63,3.47975
64,3.47296
65,3.54557
66,3.54735
67,3.48993
68,3.47686
69,3.47576
70,3.48208
71,3.47937
72,3.48732
73,3.48433
74,3.49154
75,3.4924
76,3.48896
77,3.49107
78,3.50059
79,3.49284
80,3.49774
81,3.52094
82,3.50987
83,3.50928
84,3.50661
85,3.508
86,3.51949
87,3.53556
88,3.62586
89,3.53557
90,3.53604
91,3.63257
92,3.54164
93,3.55226
94,3.54704
95,3.57189
96,3.55829
97,3.55666
98,3.55555
99,3.55745
100,3.67049
